stn_code,stn_name,altitude,Longitude,Latitude,city,address,data_start_date,stn_end_date,comment,orig_stn_code,new_stn_code
C0G800,埔鹽,15.0,120.431683,24.000394,彰化縣,埔鹽鄉永樂村永樂路600號(永樂國小),2011/04/12,,,,
C0G810,埔心,26.0,120.525456,23.947633,彰化縣,埔心鄉舊館村員鹿路四段201號(舊館國小),2011/04/27,,,,
C0G820,田尾,29.0,120.50938899999998,23.901669000000002,彰化縣,田尾鄉中正路二段101號(仁豐國小),2011/05/05,,,,
C0G830,埤頭,27.0,120.45280600000001,23.866003,彰化縣,埤頭鄉大湖村大湖路260號(大湖國小),2011/05/25,,,,
C0G840,北斗,32.0,120.514222,23.877585999999997,彰化縣,北斗鎮斗苑路二段150號(螺陽國小),2011/04/01,,,,
C0G860,社頭,45.0,120.5862,23.897647,彰化縣,社頭鄉社斗路一段258號(社頭國小),2011/05/25,,,,
C0G870,芳苑,12.0,120.320025,23.922303,彰化縣,芳苑鄉仁愛村斗苑路芳苑段211號(芳苑國中),2011/07/19,,,,
C0G880,二水,92.0,120.6173,23.810742,彰化縣,二水鄉文化村119號(二水國小),2011/07/28,,,,
C0G890,伸港,24.0,120.484403,24.148933,彰化縣,伸港鄉新港村和平路60號(新港國小),2011/02/18,,,,
C0G900,線西,20.0,120.44353600000001,24.143358,彰化縣,線西鄉慶福路300號（彰濱工業區線西服務大樓內),2019/11/22,,,,
C0G910,花壇,42.0,120.54946100000001,24.032076,彰化縣,彰化縣花壇鄉彰員路2段580號（花壇國中內）,2019/12/20,,,,
C0H890,埔里,440.0,120.952425,23.972169,南投縣,埔里鎮大城里大城路169號(南投縣立大成國民中學內),2015/09/04,,原大肚城(C1H890)站因擴充為氣象站，於2015/9/4升級為(C0H890)站，站名更變為埔里。,C1H890,
C0H950,中寮,192.0,120.766406,23.884447,南投縣,中寮鄉復興村初中巷50號(中寮國中校園內),2011/11/01,,原(C1H950)站因擴充為氣象站，於2011/11/1升級為(C0H950)站。,C1H950,
C0H960,草屯,120.0,120.68085,23.973672,南投縣,草屯鎮中山里草鞋墩1街8號(草屯鎮公所樓頂),2011/11/01,,原(C1H960)站因擴充為氣象站，於2011/11/1升級為(C0H960)站。,C1H960,
C0H990,昆陽,3076.0,121.273642,24.121322,南投縣,仁愛鄉昆陽警察局後方下坡處(太魯閣國家公園)石碑後20公尺,1992/05/23,,本站於2015/8/24起進行儀器汰換，並於2015/12/31完成驗收。,,
C0H9A0,神木村,1595.0,120.843667,23.532742000000002,南投縣,信義鄉神木村神木工作分站後方山坡上(對高岳營林區29林班地444號土地),1998/12/16,,本站於2015/9/21起進行儀器汰換，並於2015/12/31完成驗收。,,
C0H9C0,合歡山,3402.0,121.272547,24.143442,南投縣,仁愛鄉(近合歡山三角點，由松雪樓開車約15分鐘，大甲溪事業區第81林班),2008/02/25,,原(C0F950)站因縣市代碼不符，於2008/2/25重新編碼為(C0H9C0)站。,C0F950,
C0I010,廬山,1562.0,121.181808,24.033310999999998,南投縣,仁愛鄉大同村仁和路21號(埔里-霧社收費站-盧山電力公司瞭望台),1992/05/12,,本站於2015/7/30起進行儀器汰換，並於2015/12/31完成驗收。,,
C0I080,信義,536.0,120.85103600000001,23.689694,南投縣,信義鄉自強村綠美巷(內茅埔營林區23林班地),2015/09/22,,原(C1I080)站因擴充為氣象站，於2015/9/22升級為(C0I080)站。,C1I080,
C0I090,鳳凰,910.0,120.787347,23.728081,南投縣,鹿谷鄉鳳凰鳥園旁,1992/05/05,,,,
C0I110,竹山,161.0,120.688156,23.761225,南投縣,竹山鎮延和里向學街32號(竹山國民小學內),1992/05/05,,,,
C0I360,水里,300.0,120.849792,23.812553,南投縣,水里鄉中山路一段515號(玉山國家公園管理處),2015/09/23,,,,
C0I370,魚池,671.0,120.94135,23.895703,南投縣,魚池鄉東池村魚池街194號(魚池鄉衛生所),2015/09/07,,,,
C0I380,集集,258.0,120.80146699999999,23.828205999999998,南投縣,集集鎮民生東路1號(農委會特有生物研究保育中心),2015/09/24,,,,
C0I390,仁愛,1184.0,121.13220600000001,24.022122,南投縣,仁愛鄉仁和路50號(台電公司仁愛服務所),2015/08/10,,,,
C0I410,名間,180.0,120.701447,23.837053,南投縣,名間鄉董門巷2號(名間鄉立體停車場),2015/09/30,,,,
C0I420,國姓,305.0,120.85507199999999,24.037803,南投縣,國姓鄉民族街40號(國姓鄉老人文康活動中心),2015/09/02,,,,
C0I460,南投,110.0,120.687331,23.911469,南投縣,南投市龍泉里玉井街5號(南投市公所樓頂),2015/09/03,,,,
C0I480,梅峰,2165.0,121.173572,24.085272,南投縣,仁愛鄉大同村仁和路215號(梅峰農場),2015/10/06,,,,
C0I490,萬大林道,1601.0,121.09141100000001,23.928228,南投縣,仁愛鄉曲冰段(萬大林道約7.2k附近高地),2015/10/07,,,,
C0I520,玉山風口,3860.0,120.95599399999999,23.470489,南投縣,信義鄉(玉山主峰往北峰叉路空地附近),2016/05/22,,,,
C0I530,小奇萊,3014.0,121.295717,24.131764,南投縣,仁愛鄉小奇萊步道指標1.5K處附近,2017/12/28,,,,
C0I540,奇萊稜線,3344.0,121.32645600000001,24.109231,南投縣,仁愛鄉奇萊連峰指標6.4K處(奇萊山屋附近),2017/12/28,,,,
C0K240,草嶺,1132.0,120.69346100000001,23.59555,雲林縣,古坑鄉草嶺村龍頭,1992/05/17,,,,
C0K250,崙背,12.0,120.318925,23.75555,雲林縣,崙背鄉阿勸村阿勸農場(阿勸段487號),2015/06/08,,原(C1K250)站因擴充為氣象站，於2015/6/8升級為(C0K250)站。,C1K250,
C0K280,四湖,23.0,120.227125,23.630414000000002,雲林縣,四湖鄉湖西村中正路766號(四湖國民中學內),1992/12/05,,本站於2015/7/18起進行儀器汰換，並於2015/12/31完成驗收。,,
C0K291,宜梧,8.0,120.169329,23.536281,雲林縣,口湖鄉湖口村170號央廣口湖分台內(憲兵排樓頂),2010/09/27,,原(C0K290)站因觀測位置不佳，於2010/9/27更變為(C0K291)站。於2015/7/1遷移至原址鄰近旁建物樓頂並進行儀器汰換。,C0K290,
C0K330,虎尾,38.0,120.44203600000002,23.719182999999997,雲林縣,虎尾鎮林森路一段64號(中正國民小學內),1992/12/12,,本站於2015/5/27起進行儀器汰換，並於2015/7/1完成驗收。,,
C0K390,土庫,31.0,120.395574,23.679029,雲林縣,土庫鎮建國路41號(土庫消防分隊),2015/05/07,,,,
C0K400,斗六,65.0,120.541127,23.720582999999998,雲林縣,斗六市鎮北路345-1號(斗六消防分隊),2015/03/10,,,,
C0K410,北港,20.0,120.29280200000001,23.573957,雲林縣,北港鎮大同路565號(北港消防分隊),2015/03/23,,,,
C0K420,西螺,42.0,120.467394,23.800407,雲林縣,西螺鎮公正路211號(西螺消防分隊),2015/05/06,,,,
C0K430,褒忠,30.0,120.303634,23.690938,雲林縣,褒忠鄉中正路451號(褒忠鄉公所),2015/04/29,,,,
C0K440,二崙,35.0,120.40894399999999,23.772797,雲林縣,二崙鄉中正路80號(二崙消防分隊),2015/04/30,,,,
C0K450,大埤,35.0,120.431537,23.646074,雲林縣,大埤鄉中山路8號(大埤鄉公所),2015/02/13,,,,
C0K460,斗南,60.0,120.47835900000001,23.678734,雲林縣,斗南鎮延平路二段266號(斗南鎮停一立體停車場),2015/03/11,,,,
C0K470,林內,97.0,120.609642,23.748675,雲林縣,林內鄉中正路685號(林內消防分隊),2015/03/06,,,,
C0K480,莿桐,56.0,120.502372,23.761192,雲林縣,莿桐鄉和平路53號(莿桐鄉公所),2015/03/18,,,,
C0K490,古坑,91.0,120.559754,23.654301,雲林縣,古坑鄉中山路393號(古坑消防分隊),2015/03/04,,,,
C0K500,元長,12.0,120.315024,23.649810000000002,雲林縣,元長鄉長南村仁愛街2號(元長鄉公所),2015/03/20,,,,
C0K510,水林,10.0,120.24597,23.572924,雲林縣,水林鄉水北村水林路12號(水林鄉公所),2015/03/19,,,,
C0K520,雲林東勢,10.0,120.15477800000001,23.674449,雲林縣,東勢鄉東南村所前街3號(東勢鄉公所),2015/03/13,,,,
C0K530,臺西,12.0,120.19755900000001,23.701547,雲林縣,台西鄉中山路110巷38號(臺西消防分隊),2015/03/28,,,,
C0K550,蔦松,15.0,120.22973600000002,23.514319,雲林縣,水林鄉松中村蔦松路213號(蔦松國小),2015/10/26,,,,
C0K560,棋山,117.0,120.603417,23.68645,雲林縣,古坑鄉棋盤村棋山49號(棋山國小),2015/10/22,,,,
C0K580,高鐵雲林,26.0,120.41794399999999,23.737455999999998,雲林縣,虎尾鎮站前東路301號(高鐵雲林站外),2017/08/01,,,,
C0M410,馬頭山,245.0,120.582017,23.324361,嘉義縣,大埔鄉永樂村1鄰內灣仔2號,1988/10/07,,本站於2013/3/21 進行儀器汰換，並於2013/8/1完成驗收。,,
C0M520,東後寮,15.0,120.248065,23.369908,嘉義縣,義竹鄉東光村7號(台糖東後寮農場),2015/07/03,,原(C1M520)站因擴充為氣象站，於2015/7/1升級為(C0M520)站。,C1M520,
C0M530,奮起湖,1385.0,120.699253,23.493903,嘉義縣,竹崎鄉阿里山事業區148林班地(中興苗圃內),1992/12/05,,本站於2015/7/7起進行儀器汰換，並於2015/12/31完成驗收。,,
C0M640,中埔,155.0,120.5229,23.42538,嘉義縣,中埔鄉中埔村128號(中埔鄉公所),2015/04/20,,,,
C0M650,朴子,20.0,120.23902,23.43463,嘉義縣,朴子市竹村里36號(竹村國小),2015/03/26,,,,
C0M660,溪口,40.0,120.40356899999999,23.604131,嘉義縣,溪口鄉中正東路103號(溪口國中學生活動中心),2015/04/29,,,,
C0M670,大林,43.0,120.45841000000001,23.600616,嘉義縣,大林鎮新興街110號(大林地政事務所),2015/04/24,,,,
C0M680,太保,37.0,120.331455,23.455061999999998,嘉義縣,太保市太保里31號(太保市圖書館),2015/03/25,,,,
C0M690,水上,33.0,120.38890900000001,23.419734,嘉義縣,水上鄉三鎮村三鎮路119號(水上消防分隊),2015/04/14,,,,
C0M700,竹崎,150.0,120.555508,23.526178,嘉義縣,竹崎鄉竹崎村舊車站79號(竹崎消防分隊),2015/04/16,,,,
C0M710,東石,15.0,120.15385,23.458927,嘉義縣,東石鄉東石村3號(東石鄉公所),2015/04/20,,,,
C0M720,番路,225.0,120.554156,23.464657,嘉義縣,番路鄉下坑村蔡公店101號(番路鄉公所),2015/04/23,,,,
C0M730,嘉義市東區,40.0,120.460531,23.457673,嘉義市,親水路123 號(第五河川局水情中心),2015/04/13,,,,
C0M740,六腳,15.0,120.290625,23.492871,嘉義縣,六腳鄉蒜頭村73-2號(六腳消防分隊),2015/03/28,,,,
C0M750,布袋,10.0,120.16778899999998,23.380878,嘉義縣,布袋鎮龍江里2-2號(布袋消防分隊),2015/03/24,,,,
C0M760,民雄,40.0,120.42845700000001,23.551754000000003,嘉義縣,民雄鄉文化路7號(民雄鄉公所),2015/03/17,,,,
C0M770,嘉義梅山,164.0,120.55558700000002,23.585398,嘉義縣,梅山鄉中山路282號(梅山鄉公所),2015/03/03,,,,
C0M780,鹿草,30.0,120.30835,23.41134,嘉義縣,鹿草鄉西井村287號(鹿草鄉公所),2015/03/27,,,,
C0M790,新港,15.0,120.34572800000001,23.553269,嘉義縣,新港鄉公園路28號(新港消防分隊),2015/03/27,,,,
C0M800,茶山,440.0,120.664767,23.299075,嘉義縣,阿里山鄉茶山路62號之1(茶山村衛生室),2015/11/03,,,,
C0M810,里佳,1354.0,120.716647,23.389125,嘉義縣,阿里山鄉里佳村,2015/11/11,,,,
C0M820,達邦,980.0,120.749517,23.453994,嘉義縣,阿里山鄉達邦村21號(鄒族自然與文化中心),2015/11/04,,,,
C0M850,表湖,695.0,120.64166000000002,23.24186,嘉義縣,大埔鄉溪頭段1地號,2018/02/14,,,,
C0M860,新美,578.0,120.68316899999999,23.338017,嘉義縣,嘉義縣阿里山鄉新美村78號,2020/03/31,,,,
C0O810,曾文,161.0,120.497328,23.219681,臺南市,楠西區曾文新村(曾文水庫管理局內),1998/10/08,,,,
C0O830,北寮,127.0,120.49500800000001,23.079560999999998,臺南市,南化區北寮里48-4號,2013/04/18,,原(C1O830)站因擴充為氣象站，於2013/4/18升級為(C0O830)站。,C1O830,
C0O840,王爺宮,134.0,120.40085,23.222064000000003,臺南市,六甲區王爺里24號（六甲國小湖東分校）,2013/12/01,,原(C1O840)站因觀測條件不佳及擴充為氣象站，於2013/12/1升級為(C0O840)站。,C1O840,
C0O860,大內,38.0,120.36083,23.11885,臺南市,大內區74201大內里63號(大內國民小學),2013/08/01,,原(C1O860)站因擴充為氣象站，於2013/8/1升級為(C0O860)站。,C1O860,
C0O900,善化,9.0,120.297219,23.112883,臺南市,善化區益民寮60號(亞洲蔬菜研究發展中心內),1988/10/07,,本站於 2013/5/11 進行儀器汰換，並於2013/8/1完成驗收。,,
C0O930,玉井,69.0,120.46055,23.126042,臺南市,玉井區台灣糖業公司玉井糖廠,1988/10/07,,,,
C0O950,安南,4.0,120.144861,23.076694,臺南市,安南區公學路6段589號(學東國民小學內),2013/08/01,,原(C1O950)站因擴充為氣象站，於2013/8/1升級為(C0O950)站。,C1O950,
C0O960,崎頂,112.0,120.369317,22.959547,臺南市,龍崎區中坑里5鄰13號,2013/04/18,,原(C1O960)站因擴充為氣象站，於2013/4/18升級為(C0O960)站。,C1O960,
C0O970,虎頭埤,71.0,120.34787800000001,23.021375,臺南市,新化區口埤18號(新化分場),2013/08/01,,原(C1O970)站因擴充為氣象站，於2013/8/1升級為(C0O970)站。,C1O970,
C0O980,新市,18.0,120.298197,23.061614000000002,臺南市,新市區永就里53號(番子寮農場),2013/08/01,,原(C1O980)站因擴充為氣象站，於2013/8/1升級為(C0O980)站。,C1O980,
C0O990,媽廟,18.0,120.293525,22.99175,臺南市,歸仁區中正北路3段60號(保西國民小學內),2013/12/01,,原(C1O990)站因擴充為氣象站，於2013/12/1升級為(C0O990)站。,C1O990,
C0R100,尾寮山,1006.0,120.683889,22.833111,屏東縣,三地門鄉口社檢查站車程約2小時(尾寮山瞭望台旁),1992/01/22,,本站於2013/10/10進行儀器汰換，並於2013/12/1完成驗收。,,
C0R130,阿禮,1040.0,120.743678,22.742908,屏東縣,霧台鄉(屏東事業區第46林班)由山地文化村開車約2小時需徒步轉波站前面,2013/08/01,,原(C1R130)站因擴充為氣象站，於2013/8/1升級為(C0R130)站。,C1R130,
C0R140,瑪家,740.0,120.68663899999999,22.682903,屏東縣,瑪家鄉瑪家村4鄰24號(後山),2013/08/01,,原(C1R140)站因擴充為氣象站，於2013/8/1升級為(C0R140)站。,C1R140,
C0R150,三地門,105.0,120.639944,22.709889,屏東縣,內埔鄉水門村成功路83號(國立內埔高級農工職業學校內),1992/01/22,,本站於2013/9/10進行儀器汰換，並於2013/12/1完成驗收。,,
C0R160,鹽埔,45.0,120.530778,22.739558,屏東縣,屏東縣鹽埔鄉七份路21號(彭厝國小),2013/12/01,,原(C1R160)站於2013/12/1變更為(C0R160)站。,C1R160,
C0R170,屏東,26.0,120.494072,22.660269,屏東縣,屏東市復興路245號(台灣糖業公司屏東區處場區內),2013/12/01,,原(C1R170)站於2013/12/1變更為(C0R170)站。,C1R170,
C0R190,赤山,32.0,120.614306,22.592333,屏東縣,萬巒鄉建興路40號（赤山國小）,2013/12/01,,原(C1R190)站因觀測環境不佳，於2013/12/1遷移至(C0R190)站。,C1R190,
C0R220,潮州,23.0,120.54,22.534360999999997,屏東縣,潮州鎮光春路290號(屏東縣立光春國民中學內),1992/01/22,,本站於2013/9/10進行儀器汰換，並於2013/12/1完成驗收。,,
C0R240,來義,87.0,120.625111,22.527306,屏東縣,萬巒鄉新隆路64號萬巒農場（佳佐段180號）,2013/12/01,,原(C1R240)站因擴充為氣象站，於2013/12/1升級為(C0R240)站。,C1R240,
C0R260,春日,76.0,120.62830600000001,22.370361,屏東縣,春日鄉鄉公所資源回收場旁,2013/12/01,,原(C1R260)站因擴充為氣象站，於2013/12/1升級為(C0R260)站。,C1R260,
C0R270,琉球嶼,51.0,120.36223600000001,22.332244,屏東縣,琉球鄉天台段596及597地號,1996/08/30,,本站於2013/9/26進行儀器汰換，並於2013/12/1完成驗收。,,
C0R280,檳榔,242.0,120.836777,22.076078,屏東縣,滿州鄉長樂村大公路14號(往南仁山方向),1997/06/13,,本站於2019/09/19進行儀器汰換，於2019/11/28完成驗收。,,
C0R320,車城,7.0,120.716073,22.074033,屏東縣,車城鄉福興村中山路66號(車城國小),2019/11/28,,因擴充氣象站，原氣象站(C1R320)，於2019/11/28升級為氣象站，變更站碼為(C0R320)。,C1R320,
C0R341,牡丹,230.0,120.792639,22.130035999999997,屏東縣,199縣道23K-23.5K間車城往旭海方向之右側,2019/11/28,,因擴充氣象站，原氣象站(C1R340)，於2019/11/28升級為氣象站，變更站碼為(C0R341)。,C1R340,
C0R350,貓鼻頭,35.0,120.7358,21.921774,屏東縣,恆春鎮(貓鼻頭風景區內),1997/06/01,,本站於2019/08/30進行儀器汰換，於2019/11/28完成驗收。,,
C0R440,大漢山,1654.0,120.75318100000001,22.405264000000003,屏東縣,春日鄉大漢山頂,2019/11/28,,因擴充氣象站，原氣象站(C1R440)，於2019/11/28升級為氣象站，變更站碼為(C0R440)。,C1R440,
C0R470,高樹,103.0,120.600806,22.826389000000002,屏東縣,高樹鄉興中路330號(高樹圖書館),2013/06/14,,,,
C0R480,長治,57.0,120.542622,22.693128,屏東縣,長治鄉德成村中興路572-1號(長治消防分隊),2013/06/07,,,,
C0R490,九如,49.0,120.490503,22.7405,屏東縣,九如鄉九如路二段416號(九如鄉公所),2013/06/07,,,,
C0R510,萬丹,31.0,120.490394,22.587775,屏東縣,萬丹鄉萬安村和平東路69號(萬丹消防分隊),2013/06/16,,,,
C0R520,崁頂,18.0,120.506914,22.514781,屏東縣,崁頂鄉崁頂村興農路20之10號(崁頂消防分隊),2013/06/15,,,,
C0R530,林邊,16.0,120.509983,22.430836,屏東縣,林邊鄉光林村和平路45號(林邊鄉衛生所),2013/06/11,,,,
C0R540,佳冬,17.0,120.552375,22.419456,屏東縣,佳冬鄉佳昌路2號(佳冬鄉公所),2013/06/11,,,,
C0R550,新埤,38.0,120.582894,22.467947,屏東縣,新埤鄉民眾路103號(新埤消防分隊),2013/05/12,,,,
C0R560,新園,22.0,120.46155800000001,22.5434,屏東縣,新園鄉仙吉村店口路116號(新園消防分隊),2013/06/12,,,,
C0R570,麟洛,37.0,120.52718999999999,22.650779999999997,屏東縣,麟洛鄉中山路158號(麟洛鄉公所),2013/06/19,,,,
C0R580,南州,10.0,120.50273999999999,22.48591,屏東縣,南州鄉溪南村人和路241號(南州消防分隊),2013/06/12,,,,
C0R590,里港,72.0,120.49458999999999,22.77919,屏東縣,里港鄉永春村中山路104號(里港鄉公所),2013/06/18,,,,
C0R600,舊泰武,766.0,120.66494399999999,22.588194,屏東縣,泰武鄉泰武村良武巷101號(舊泰武村老人活動中心),2013/10/09,,,,
C0R620,墾雷,34.0,120.85526899999999,21.900835999999998,屏東縣,恆春鎮燈塔路51巷33號(氣象局墾丁雷達站區內),2015/12/28,,本站於2019/08/31進行儀器汰換，於2019/11/28完成驗收。,,
C0R640,東港,21.0,120.44073999999999,22.46247,屏東縣,東港鎮豐漁里豐漁街67號（水產試驗所東港生技研究中心）,2018/08/11,,,,
C0R650,竹田,29.0,120.54343999999999,22.58486,屏東縣,竹田鄉中正路123號(竹田鄉公所清潔隊),2018/08/11,,,,
C0R660,枋寮,20.0,120.590647,22.367722,屏東縣,枋寮鄉枋寮村德興路197號(枋寮國小),2019/11/28,,,,
C0R670,楓港,26.0,120.69215600000001,22.190131,屏東縣,枋山鄉善餘村光復路24號(楓港國小),2019/11/28,,,,
C0R680,佳樂水,13.0,120.86163300000001,21.993578,屏東縣,滿州鄉佳樂水風景區內,2019/11/28,,,,
C0R690,墾丁,348.0,120.81026899999999,21.966756,屏東縣,恆春鎮墾丁森林遊樂區林業試驗所觀測坪,2019/11/28,,,,
C0R700,枋山,19.0,120.66108600000001,22.246844,屏東縣,枋山鄉中山路三段52號(加祿國小),2019/11/28,,,,
C0R710,龍磐,117.0,120.83894199999999,21.931672,屏東縣,屏東縣恆春助航台(NDB歸航台),2020/04/09,,,,
C0R720,旭海,214.0,120.88761399999999,22.205403,屏東縣,牡丹鄉旭海大草原步道旁,2019/11/28,,,,
C0R730,大坪頂,163.0,120.69355,22.024632999999998,屏東縣,屏東縣恆春鎮大坪頂電信機房旁,2020/04/09,,,,
C0R740,獅子,58.0,120.70525,22.201569,屏東縣,屏東縣獅子鄉楓林村2巷26號,2020/04/09,,,,
C0R750,四林格山,551.0,120.80243899999999,22.076989,屏東縣,屏東縣牡丹鄉四林格山遊樂區第2涼亭旁大草原,2020/04/09,,,,
C0R760,南仁湖,336.0,120.863353,22.084681,屏東縣,屏東縣滿州鄉南仁湖步道4K山頂觀測站旁,2020/04/09,,,,
C0R770,保力,93.0,120.76411100000001,22.071122,屏東縣,屏東縣車城鄉保力村竹社路5號,2020/04/09,,,,
C0R780,滿州,72.0,120.83989199999999,22.024403,屏東縣,屏東縣滿州鄉文化路32號,2020/04/09,,,,
C0R790,九棚,111.0,120.88928100000001,22.14195,屏東縣,屏東縣牡丹鄉九棚中科院基地,2020/04/09,,,,
C0R800,丹路,131.0,120.75098899999999,22.204481,屏東縣,屏東縣獅子鄉丹路一巷39號,2020/04/09,,,,
C0R810,內獅,25.0,120.64298600000001,22.305064,屏東縣,屏東縣獅子鄉內獅路1號,2020/04/09,,,,
C0R820,白鷺,588.0,120.666219,22.454275,屏東縣,屏東縣來義鄉白鷺大橋沿白鷺道路5.5公里處,2020/04/09,,,,
C0R830,高士,383.0,120.836781,22.121825,屏東縣,屏東縣牡丹鄉高士社區進水廠水塔頂,2020/04/09,,,,
C0R840,牡丹池山,536.0,120.841225,22.168389,屏東縣,屏東縣牡丹鄉牡丹池山山頂,2020/04/09,,,,
C0S660,下馬,794.0,121.07031200000002,23.150427,臺東縣,海端鄉廢棄下馬派出所旁,2019/06/07,,原(C1S660)站因擴充為氣象站，於2019/6/7升級為(C0S660)站。,C1S660,
C0S690,太麻里,522.0,120.98533,22.60902,臺東縣,太麻里鄉(往金針山茶區之半路上),1997/04/24,,本站於2019/3/5起進行儀器汰換，於2019/6/7完成驗收。,,
C0S700,知本,507.0,121.005642,22.684866,臺東縣,卑南鄉溫泉村(溫泉國小之樂山分校內),1997/04/24,,本站於2019/2/23進行儀器汰換，於2019/6/7完成驗收。,,
C0S710,鹿野,382.0,121.12299399999999,22.917710999999997,臺東縣,鹿野鄉鹿野高台高眺亭公廁東側草地上,1997/04/22,,於2015/1/1短距離位移。本站於2019/3/20起進行儀器汰換，於2019/6/7完成驗收。,,
C0S730,綠島,110.0,121.47533,22.6672,臺東縣,綠島鄉,1997/06/14,,本站於2019/3/25起進行儀器汰換，於2019/6/7完成驗收。,,
C0S740,池上,289.0,121.209469,23.119628,臺東縣,池上鄉新興村104號(退輔會臺東農場內),1997/05/08,,本站於2019/3/22起進行儀器汰換，於2019/6/7完成驗收。,,
C0S750,向陽,2280.0,120.98613300000001,23.248397,臺東縣,海端鄉向陽(公路局向陽工務段圍牆內),1997/05/17,,本站於2019/4/16起進行儀器汰換，於2019/6/7完成驗收。,,
C0S760,紅石,1621.0,121.12621899999999,23.069131,臺東縣,海端鄉紅石(紅石瞭望臺旁),1997/05/16,,本站於2019/4/14起進行儀器汰換，於2019/6/7完成驗收。,,
C0S770,大溪山,375.0,120.943325,22.478475,臺東縣,太麻里鄉多良村(廢棄中華電信轉播站旁),1997/04/27,,本站於2019/3/8起進行儀器汰換，於2019/6/7完成驗收。,,
C0S790,金崙,236.0,120.966875,22.538122,臺東縣,太麻里鄉金崙段0304-1地號,2004/04/12,,本站於2019/2/26起進行儀器汰換，於2019/6/7完成驗收。,,
C0S810,東河,65.0,121.30398600000001,22.972672,臺東縣,東河鄉北東河17鄰26號(東河國民小學操場旁),2004/06/01,,原(C1S640)站因擴充為氣象站，於2004/6/1升級為(C0S810)站。本站於2019/3/31起進行儀器汰換，於2019/6/7完成驗收。,C1S640,
C0S830,長濱,288.0,121.411975,23.286817000000003,臺東縣,長濱鄉竹湖村移民橋後方山頂三角點旁,2004/06/01,,原(C1S650)站因擴充為氣象站，於2004/6/1升級為(C0S830)站。本站於2019/3/30起進行儀器汰換，於2019/6/7完成驗收。,C1S650,
C0S840,南田,22.0,120.88920800000001,22.279725,臺東縣,達仁鄉南田村南田風景區公園對面,2004/04/12,,本站於2019/3/13起進行儀器汰換，於2019/6/7完成驗收。,,
C0S890,關山,238.0,121.175017,23.0395,臺東縣,關山鎮親水公園內,2015/12/06,,本站於2019/3/21起進行儀器汰換，於2019/6/7完成驗收。,,
C0S900,蘭嶼高中,27.0,121.51213999999999,22.04909,臺東縣,蘭嶼鄉椰油村37號（蘭嶼高中內）,2018/10/26,,,,
